Ensemble,Target,N_models,MAE,RMSE,MAPE (%),R2
Ensemble-OptunaTuned (all),CI,8,1.5113539070300719,2.014357171318305,0.25875893997915256,0.9501539936375607
Ensemble-OptunaTuned (multi_only),CI,4,1.5109748492714856,2.0121463771752,0.25875121421081143,0.9502633474181434
Ensemble-OptunaTuned (all),RE,8,0.16344198337732674,0.22005443209104156,1.0333789682628889,0.9556941226625217
Ensemble-OptunaTuned (multi_only),RE,4,0.1733279977184687,0.22883688215438305,1.0961249668308215,0.9520870242450681
