Ensemble,Target,Horizon,MAE_at_horizon
Ensemble-Weighted (multi_only),RE,10,0.7269661112127258
Ensemble-Weighted (multi_only),RE,11,0.9105338262873197
Ensemble-Weighted (multi_only),RE,12,0.9436479809637218
Ensemble-Weighted (multi_only),RE,13,0.9559823760049961
Ensemble-Weighted (multi_only),RE,14,1.0605973070178603
Ensemble-Weighted (multi_only),RE,15,1.0506084781843585
Ensemble-Weighted (multi_only),RE,16,1.074350491386798
Ensemble-Weighted (multi_only),RE,17,1.0692289629875986
Ensemble-Weighted (multi_only),RE,18,1.0489734450183583
Ensemble-Weighted (multi_only),RE,19,1.1978184235902534
Ensemble-Weighted (multi_only),RE,20,1.098504930387052
Ensemble-Weighted (multi_only),RE,21,1.0549933174009447
Ensemble-Weighted (multi_only),RE,22,1.0567285880146318
Ensemble-Weighted (multi_only),RE,23,1.091369359371308
Ensemble-Weighted (multi_only),RE,24,1.1010678651152355
Ensemble-Weighted (prophet_multi_only),CI,1,1.3765351647480293
Ensemble-Weighted (prophet_multi_only),CI,2,3.2712886079202237
Ensemble-Weighted (prophet_multi_only),CI,3,3.6091315806195676
Ensemble-Weighted (prophet_multi_only),CI,4,3.7689730335814295
Ensemble-Weighted (prophet_multi_only),CI,5,4.423246506638146
Ensemble-Weighted (prophet_multi_only),CI,6,5.489092889934178
Ensemble-Weighted (prophet_multi_only),CI,7,5.459937013138142
Ensemble-Weighted (prophet_multi_only),CI,8,6.066056621660661
Ensemble-Weighted (prophet_multi_only),CI,9,7.068997316655831
Ensemble-Weighted (prophet_multi_only),CI,10,7.2425516688241895
Ensemble-Weighted (prophet_multi_only),CI,11,8.780360354215198
Ensemble-Weighted (prophet_multi_only),CI,12,9.337252440106809
Ensemble-Weighted (prophet_multi_only),CI,13,9.620558125459267
Ensemble-Weighted (prophet_multi_only),CI,14,10.292686825062441
Ensemble-Weighted (prophet_multi_only),CI,15,11.365017928712662
Ensemble-Weighted (prophet_multi_only),CI,16,11.77135228946091
Ensemble-Weighted (prophet_multi_only),CI,17,11.121154448355119
Ensemble-Weighted (prophet_multi_only),CI,18,11.82400889859166
Ensemble-Weighted (prophet_multi_only),CI,19,12.25374743524516
Ensemble-Weighted (prophet_multi_only),CI,20,11.012279844540718
Ensemble-Weighted (prophet_multi_only),CI,21,9.792227556066202
Ensemble-Weighted (prophet_multi_only),CI,22,9.54374451993892
Ensemble-Weighted (prophet_multi_only),CI,23,7.842860511596548
Ensemble-Weighted (prophet_multi_only),CI,24,9.559905045146355
Ensemble-Weighted (prophet_multi_only),RE,1,0.1499030877009594
Ensemble-Weighted (prophet_multi_only),RE,2,0.3287548232734841
Ensemble-Weighted (prophet_multi_only),RE,3,0.35158577836241084
Ensemble-Weighted (prophet_multi_only),RE,4,0.36854883757980267
Ensemble-Weighted (prophet_multi_only),RE,5,0.38293519632192924
Ensemble-Weighted (prophet_multi_only),RE,6,0.43636213335959295
Ensemble-Weighted (prophet_multi_only),RE,7,0.38993363187783814
Ensemble-Weighted (prophet_multi_only),RE,8,0.4888467432575625
Ensemble-Weighted (prophet_multi_only),RE,9,0.5600820145994095
Ensemble-Weighted (prophet_multi_only),RE,10,0.5621039957082858
Ensemble-Weighted (prophet_multi_only),RE,11,0.7258471425070703
Ensemble-Weighted (prophet_multi_only),RE,12,0.7620682056218923
Ensemble-Weighted (prophet_multi_only),RE,13,0.7620918312938144
Ensemble-Weighted (prophet_multi_only),RE,14,0.9117762795415935
Ensemble-Weighted (prophet_multi_only),RE,15,0.8805134763217944
Ensemble-Weighted (prophet_multi_only),RE,16,0.9033055055723803
Ensemble-Weighted (prophet_multi_only),RE,17,0.8007153823439264
Ensemble-Weighted (prophet_multi_only),RE,18,0.7999981538935566
Ensemble-Weighted (prophet_multi_only),RE,19,0.9051296318432622
Ensemble-Weighted (prophet_multi_only),RE,20,0.7799907448028187
Ensemble-Weighted (prophet_multi_only),RE,21,0.6882102989293882
Ensemble-Weighted (prophet_multi_only),RE,22,0.6368421210041428
Ensemble-Weighted (prophet_multi_only),RE,23,0.6226319503400263
Ensemble-Weighted (prophet_multi_only),RE,24,0.5514984984142142
Ensemble-Weighted (prophet_only),CI,1,1.3346447029749868
Ensemble-Weighted (prophet_only),CI,2,3.044032730777766
Ensemble-Weighted (prophet_only),CI,3,3.347033871594033
Ensemble-Weighted (prophet_only),CI,4,3.455825895980837
Ensemble-Weighted (prophet_only),CI,5,4.050824735389118
Ensemble-Weighted (prophet_only),CI,6,5.190602277678373
Ensemble-Weighted (prophet_only),CI,7,4.921480473766387
Ensemble-Weighted (prophet_only),CI,8,5.466208858208117
Ensemble-Weighted (prophet_only),CI,9,6.89913060014114
Ensemble-Weighted (prophet_only),CI,10,7.123774865111537
Ensemble-Weighted (prophet_only),CI,11,8.474353081598371
Ensemble-Weighted (prophet_only),CI,12,9.244463606763194
Ensemble-Weighted (prophet_only),CI,13,9.100195954957762
Ensemble-Weighted (prophet_only),CI,14,9.881117910854938
Ensemble-Weighted (prophet_only),CI,15,10.55271174283539
Ensemble-Weighted (prophet_only),CI,16,10.66174390304826
Ensemble-Weighted (prophet_only),CI,17,9.695854126811211
Ensemble-Weighted (prophet_only),CI,18,10.7075874830666
Ensemble-Weighted (prophet_only),CI,19,11.352826369597047
Ensemble-Weighted (prophet_only),CI,20,10.429230130276851
Ensemble-Weighted (prophet_only),CI,21,8.90519430388489
Ensemble-Weighted (prophet_only),CI,22,8.355404089553746
Ensemble-Weighted (prophet_only),CI,23,7.176466528841997
Ensemble-Weighted (prophet_only),CI,24,9.053148178891567
Ensemble-Weighted (prophet_only),RE,1,0.13675019772982672
Ensemble-Weighted (prophet_only),RE,2,0.3538599877225384
Ensemble-Weighted (prophet_only),RE,3,0.3622504822297071
Ensemble-Weighted (prophet_only),RE,4,0.37573743970471596
Ensemble-Weighted (prophet_only),RE,5,0.40353490302235917
Ensemble-Weighted (prophet_only),RE,6,0.46289493193310866
Ensemble-Weighted (prophet_only),RE,7,0.40599629541695414
Ensemble-Weighted (prophet_only),RE,8,0.48717037926756307
Ensemble-Weighted (prophet_only),RE,9,0.5633687533216548
Ensemble-Weighted (prophet_only),RE,10,0.5798791991278546
Ensemble-Weighted (prophet_only),RE,11,0.7513869193491999
Ensemble-Weighted (prophet_only),RE,12,0.815114047297588
Ensemble-Weighted (prophet_only),RE,13,0.8185518093813225
Ensemble-Weighted (prophet_only),RE,14,1.0275974471392393
Ensemble-Weighted (prophet_only),RE,15,0.9850283529391076
Ensemble-Weighted (prophet_only),RE,16,1.0557033170129477
Ensemble-Weighted (prophet_only),RE,17,0.9547379426083852
Ensemble-Weighted (prophet_only),RE,18,0.969082654730057
Ensemble-Weighted (prophet_only),RE,19,1.1164060887565843
Ensemble-Weighted (prophet_only),RE,20,1.0096433501204705
Ensemble-Weighted (prophet_only),RE,21,0.9144072140607671
Ensemble-Weighted (prophet_only),RE,22,0.9035039709305456
Ensemble-Weighted (prophet_only),RE,23,0.9226104111760697
Ensemble-Weighted (prophet_only),RE,24,0.8989252299336121
